"TIME","GEO","SEX","AGE","N_CHILD","AGECHILD","ISCED11","Value"
"2016","Bulgaria","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.1"
"2016","Bulgaria","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)",":"
"2016","Czechia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","68.7"
"2016","Czechia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.6"
"2016","Czechia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.4"
"2016","Czechia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","79.0"
"2016","Czechia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","60.3"
"2016","Czechia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.1"
"2016","Czechia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.8"
"2016","Czechia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","70.0"
"2016","Czechia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","86.0"
"2016","Czechia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","46.0"
"2016","Czechia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","88.6"
"2016","Czechia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","95.8"
"2016","Czechia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","93.5"
"2016","Czechia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","50.6"
"2016","Czechia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","94.9"
"2016","Czechia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","98.4"
"2016","Czechia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","88.8"
"2016","Czechia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","37.4"
"2016","Czechia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","94.6"
"2016","Czechia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","97.9"
"2016","Denmark","Males","18 years or over","Total","Total","All ISCED 2011 levels ","70.1"
"2016","Denmark","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","55.4"
"2016","Denmark","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.5"
"2016","Denmark","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","78.6"
"2016","Denmark","Males","18 years or over","No children","Total","All ISCED 2011 levels ","61.3"
"2016","Denmark","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","52.1"
"2016","Denmark","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.4"
"2016","Denmark","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","72.1"
"2016","Denmark","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","85.9"
"2016","Denmark","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","70.1"
"2016","Denmark","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.5"
"2016","Denmark","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","93.5"
"2016","Denmark","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","92.8"
"2016","Denmark","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","78.7"
"2016","Denmark","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","93.1"
"2016","Denmark","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.8"
"2016","Denmark","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","90.2"
"2016","Denmark","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","75.7"
"2016","Denmark","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","91.4"
"2016","Denmark","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","91.7"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","All ISCED 2011 levels ","65.7"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","52.6"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.0"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.1"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","All ISCED 2011 levels ","59.1"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","47.6"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.6"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","64.1"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","86.4"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","65.7"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","88.8"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","94.7"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","91.1"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","70.3"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","92.9"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","97.2"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","82.3"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","60.4"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","87.6"
"2016","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","93.9"
"2016","Estonia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","67.4"
"2016","Estonia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","52.1"
"2016","Estonia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.5"
"2016","Estonia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","83.1"
"2016","Estonia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","58.5"
"2016","Estonia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","43.8"
"2016","Estonia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.9"
"2016","Estonia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","77.0"
"2016","Estonia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","82.8"
"2016","Estonia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.4"
"2016","Estonia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.5"
"2016","Estonia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","93.5"
"2016","Estonia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","88.3"
"2016","Estonia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","73.7"
"2016","Estonia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","91.4"
"2016","Estonia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","93.6"
"2016","Estonia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","86.7"
"2016","Estonia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","75.6"
"2016","Estonia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","89.9"
"2016","Estonia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","95.4"
"2016","Ireland","Males","18 years or over","Total","Total","All ISCED 2011 levels ","65.7"
"2016","Ireland","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","42.8"
"2016","Ireland","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.7"
"2016","Ireland","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","80.4"
"2016","Ireland","Males","18 years or over","No children","Total","All ISCED 2011 levels ","55.9"
"2016","Ireland","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.9"
"2016","Ireland","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.5"
"2016","Ireland","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","71.9"
"2016","Ireland","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","78.3"
"2016","Ireland","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","60.2"
"2016","Ireland","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","77.6"
"2016","Ireland","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","89.7"
"2016","Ireland","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","84.0"
"2016","Ireland","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.4"
"2016","Ireland","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.8"
"2016","Ireland","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","92.9"
"2016","Ireland","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","83.3"
"2016","Ireland","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","62.5"
"2016","Ireland","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.6"
"2016","Ireland","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","93.6"
"2016","Greece","Males","18 years or over","Total","Total","All ISCED 2011 levels ","50.1"
"2016","Greece","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.5"
"2016","Greece","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.6"
"2016","Greece","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","65.8"
"2016","Greece","Males","18 years or over","No children","Total","All ISCED 2011 levels ","40.9"
"2016","Greece","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","27.1"
"2016","Greece","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.2"
"2016","Greece","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","56.9"
"2016","Greece","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","70.1"
"2016","Greece","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.6"
"2016","Greece","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.0"
"2016","Greece","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","84.2"
"2016","Greece","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","82.2"
"2016","Greece","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","72.4"
"2016","Greece","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","82.9"
"2016","Greece","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","91.4"
"2016","Greece","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","81.7"
"2016","Greece","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","71.5"
"2016","Greece","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","85.2"
"2016","Greece","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","91.5"
"2016","Spain","Males","18 years or over","Total","Total","All ISCED 2011 levels ","55.0"
"2016","Spain","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","42.1"
"2016","Spain","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.7"
"2016","Spain","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.8"
"2016","Spain","Males","18 years or over","No children","Total","All ISCED 2011 levels ","46.2"
"2016","Spain","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","33.6"
"2016","Spain","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.2"
"2016","Spain","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","64.0"
"2016","Spain","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","71.4"
"2016","Spain","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","63.6"
"2016","Spain","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.1"
"2016","Spain","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","87.3"
"2016","Spain","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","80.5"
"2016","Spain","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","69.0"
"2016","Spain","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.8"
"2016","Spain","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","93.3"
"2016","Spain","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","69.5"
"2016","Spain","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","58.1"
"2016","Spain","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.9"
"2016","Spain","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","89.7"
"2016","France","Males","18 years or over","Total","Total","All ISCED 2011 levels ","57.2"
"2016","France","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","36.9"
"2016","France","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.4"
"2016","France","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","74.2"
"2016","France","Males","18 years or over","No children","Total","All ISCED 2011 levels ","45.8"
"2016","France","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","28.4"
"2016","France","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","47.3"
"2016","France","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","63.0"
"2016","France","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","76.9"
"2016","France","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.1"
"2016","France","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.2"
"2016","France","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","89.7"
"2016","France","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","86.7"
"2016","France","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","71.1"
"2016","France","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.3"
"2016","France","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","93.9"
"2016","France","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","78.7"
"2016","France","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.5"
"2016","France","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.4"
"2016","France","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","95.2"
"2016","Croatia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","52.6"
"2016","Croatia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","28.8"
"2016","Croatia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.9"
"2016","Croatia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","64.8"
"2016","Croatia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","43.1"
"2016","Croatia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","22.6"
"2016","Croatia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.6"
"2016","Croatia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","53.4"
"2016","Croatia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","66.4"
"2016","Croatia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.8"
"2016","Croatia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.8"
"2016","Croatia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","84.3"
"2016","Croatia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","78.4"
"2016","Croatia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","48.0"
"2016","Croatia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.0"
"2016","Croatia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","93.5"
"2016","Croatia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","74.1"
"2016","Croatia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","54.3"
"2016","Croatia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","77.3"
"2016","Croatia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","91.8"
"2016","Italy","Males","18 years or over","Total","Total","All ISCED 2011 levels ","55.1"
"2016","Italy","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.9"
"2016","Italy","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.2"
"2016","Italy","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","73.5"
"2016","Italy","Males","18 years or over","No children","Total","All ISCED 2011 levels ","46.2"
"2016","Italy","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","33.0"
"2016","Italy","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.6"
"2016","Italy","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","65.0"
"2016","Italy","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","73.2"
"2016","Italy","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.8"
"2016","Italy","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.3"
"2016","Italy","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","90.3"
"2016","Italy","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","83.3"
"2016","Italy","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","73.3"
"2016","Italy","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","88.4"
"2016","Italy","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","96.0"
"2016","Italy","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","78.8"
"2016","Italy","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","68.9"
"2016","Italy","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.7"
"2016","Italy","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","94.3"
"2016","Cyprus","Males","18 years or over","Total","Total","All ISCED 2011 levels ","61.2"
"2016","Cyprus","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","42.6"
"2016","Cyprus","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","62.9"
"2016","Cyprus","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","74.6"
"2016","Cyprus","Males","18 years or over","No children","Total","All ISCED 2011 levels ","51.3"
"2016","Cyprus","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.3"
"2016","Cyprus","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.3"
"2016","Cyprus","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","64.9"
"2016","Cyprus","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","75.5"
"2016","Cyprus","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.2"
"2016","Cyprus","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","73.4"
"2016","Cyprus","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","85.2"
"2016","Cyprus","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","84.3"
"2016","Cyprus","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","63.3"
"2016","Cyprus","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","85.1"
"2016","Cyprus","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","94.3"
"2016","Cyprus","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","85.8"
"2016","Cyprus","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","68.5"
"2016","Cyprus","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.3"
"2016","Cyprus","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","92.7"
"2016","Latvia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","62.2"
"2016","Latvia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","45.2"
"2016","Latvia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.7"
"2016","Latvia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","81.9"
"2016","Latvia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","53.9"
"2016","Latvia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","36.2"
"2016","Latvia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.6"
"2016","Latvia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","74.0"
"2016","Latvia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","78.1"
"2016","Latvia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","57.5"
"2016","Latvia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","77.8"
"2016","Latvia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","93.4"
"2016","Latvia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","82.8"
"2016","Latvia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.6"
"2016","Latvia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.4"
"2016","Latvia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.6"
"2016","Latvia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","78.1"
"2016","Latvia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.9"
"2016","Latvia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.8"
"2016","Latvia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","94.8"
"2016","Lithuania","Males","18 years or over","Total","Total","All ISCED 2011 levels ","62.8"
"2016","Lithuania","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","22.5"
"2016","Lithuania","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.0"
"2016","Lithuania","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","83.0"
"2016","Lithuania","Males","18 years or over","No children","Total","All ISCED 2011 levels ","56.7"
"2016","Lithuania","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","17.8"
"2016","Lithuania","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.0"
"2016","Lithuania","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","76.7"
"2016","Lithuania","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","76.5"
"2016","Lithuania","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","28.5"
"2016","Lithuania","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.3"
"2016","Lithuania","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","93.6"
"2016","Lithuania","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","83.5"
"2016","Lithuania","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","52.2"
"2016","Lithuania","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.8"
"2016","Lithuania","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.9"
"2016","Lithuania","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","75.6"
"2016","Lithuania","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","50.5"
"2016","Lithuania","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.2"
"2016","Lithuania","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","92.8"
"2016","Luxembourg","Males","18 years or over","Total","Total","All ISCED 2011 levels ","62.2"
"2016","Luxembourg","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","50.0"
"2016","Luxembourg","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.7"
"2016","Luxembourg","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","77.0"
"2016","Luxembourg","Males","18 years or over","No children","Total","All ISCED 2011 levels ","54.8"
"2016","Luxembourg","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.9"
"2016","Luxembourg","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.4"
"2016","Luxembourg","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","70.9"
"2016","Luxembourg","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","72.1"
"2016","Luxembourg","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","58.5"
