"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.8,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5.8,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.1,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,7.5,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,9.8,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,4.6,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,5.2,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.6,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.4,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,1.8,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,21.6,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,9.3,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,7.2,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,7.3,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,9.1,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,2.8,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,18.9,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,9.4,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,6.5,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5.8,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,7.1,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,4.3,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4.8,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,5,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,4.8,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.1,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,8,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,6.8,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,5.9,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,7,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,4.6,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5.7,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,6.8,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,7,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,10.6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,11.5,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,12.6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,8.1,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,5.2,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,9.1,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,13.6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,13.6,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,13,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,7.3,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,4.1,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,1.8,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,3.6,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,3.7,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.3,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.1,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,18.1,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,1.2,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,2.9,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,4.3,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,4.7,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.5,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,16.5,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,5.4,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,3.7,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,4.3,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,8.5,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,6,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,5.3,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,1.6,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.5,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,7.2,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,5.5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4.2,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,0.5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.1,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5.5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.4,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,3.2,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,2.2,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.4,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,8.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,7.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,0,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.7,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,10.2,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,8.7,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,8.3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,8.4,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,0,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,0,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,6.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,2.2,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,3.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,4.4,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,6.4,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,2.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4.2,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,4.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,3.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,6.8,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,5,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,1.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,2.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,3.6,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,2.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,2.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,1.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,1.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,3.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,3.1,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,0.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,0.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,1.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,2.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,0.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,0,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,2.9,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,2.4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,5.4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,0.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,0,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,0.9,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,2.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.8,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,3.9,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,1.5,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,2.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.8,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,3.8,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,0.9,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,1.7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,1.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,3.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,2.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,2.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,4.9,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,4.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,8.4,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,3.7,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,1.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,5.1,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,4.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,7.6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,5.1,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,3.7,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,5.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.9,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,3.9,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,4.1,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,2.9,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,3.6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,2.9,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,3.5,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,3.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,1.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,1.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,1.7,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1990","1990","PC","Percentage","0","Units",,,1.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,1.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,0.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,1.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,0.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,1.5,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,6.7,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2000","2000","PC","Percentage","0","Units",,,9.1,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2005","2005","PC","Percentage","0","Units",,,12.6,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2010","2010","PC","Percentage","0","Units",,,7.5,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","2015","2015","PC","Percentage","0","Units",,,5.9,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4.9,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2000","2000","PC","Percentage","0","Units",,,9.7,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2005","2005","PC","Percentage","0","Units",,,9,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2010","2010","PC","Percentage","0","Units",,,6.5,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","5564","55-64","2015","2015","PC","Percentage","0","Units",,,4.8,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1990","1990","PC","Percentage","0","Units",,,2.2,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","5564","55-64","1995","1995","PC","Percentage","0","Units",,,4.8,,
