"time","_geo","geo","value","unit","_unit","sex","_sex","reason","_reason","_flag"
2016,"EL","Greece",13.4,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"ES","Spain",8.4,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"ES","Spain",22.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"ES","Spain",35.8,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EU27_2020","European Union - 27 countries (from 2020)",20.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EU27_2020","European Union - 27 countries (from 2020)",22.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",25.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EU28","European Union - 28 countries (1993-2020)",24.4,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EU28","European Union - 28 countries (1993-2020)",22.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EU28","European Union - 28 countries (1993-2020)",28.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"FI","Finland",26.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"FI","Finland",24.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"FI","Finland",25.8,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"FR","France",36.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"FR","France",36.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"HR","Croatia",25.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"HR","Croatia",15,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"HU","Hungary",32.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"HU","Hungary",22.1,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"HU","Hungary",21.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"IE","Ireland",8.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","bu"
2007,"IT","Italy",19.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"IT","Italy",12.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"IT","Italy",19.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"LT","Lithuania",13.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2011,"LT","Lithuania",,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"LT","Lithuania",,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2011,"LU","Luxembourg",18.1,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"LU","Luxembourg",18.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2007,"LV","Latvia",34.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"LV","Latvia",21.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"LV","Latvia",21,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"MK","North Macedonia",22.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"MT","Malta",7.5,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"MT","Malta",13.5,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"NL","Netherlands",28.1,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"NL","Netherlands",34.9,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"NO","Norway",22.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"PL","Poland",23.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"PL","Poland",12.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"PL","Poland",12.8,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"PT","Portugal",21.9,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"PT","Portugal",4.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"PT","Portugal",28.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"RO","Romania",40,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"RO","Romania",34.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"RO","Romania",19.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"RS","Serbia",,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"RS","Serbia",23.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"SE","Sweden",25.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"SE","Sweden",19.7,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"SE","Sweden",19.1,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2007,"SI","Slovenia",24.1,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"SI","Slovenia",12.1,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"SK","Slovakia",11.5,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"TR","Turkey",18,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"TR","Turkey",6.6,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"TR","Turkey",10.9,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"UK","United Kingdom",31.3,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"UK","United Kingdom",41.2,"Percentage","PC","Men","M","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"AL","Albania",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"BG","Bulgaria",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"CH","Switzerland",6.6,"Percentage","PC","Men","M","No response","NRP",
2011,"DE","Germany",10.7,"Percentage","PC","Men","M","No response","NRP","u"
2016,"DE","Germany",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"DK","Denmark",3.2,"Percentage","PC","Men","M","No response","NRP","u"
2007,"EA19","Euro area (19 countries)",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"EA19","Euro area (19 countries)",2.3,"Percentage","PC","Men","M","No response","NRP","b"
2016,"EA19","Euro area (19 countries)",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"EL","Greece",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"EL","Greece",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"ES","Spain",2.5,"Percentage","PC","Men","M","No response","NRP","u"
2016,"ES","Spain",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"EU27_2020","European Union - 27 countries (from 2020)",0.6,"Percentage","PC","Men","M","No response","NRP",
2011,"EU27_2020","European Union - 27 countries (from 2020)",2,"Percentage","PC","Men","M","No response","NRP","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",0.3,"Percentage","PC","Men","M","No response","NRP",
2007,"EU28","European Union - 28 countries (1993-2020)",0.5,"Percentage","PC","Men","M","No response","NRP",
2011,"EU28","European Union - 28 countries (1993-2020)",2,"Percentage","PC","Men","M","No response","NRP","b"
2016,"EU28","European Union - 28 countries (1993-2020)",0.3,"Percentage","PC","Men","M","No response","NRP",
2007,"HR","Croatia",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"LU","Luxembourg",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"LU","Luxembourg",,"Percentage","PC","Men","M","No response","NRP","bu"
2007,"NO","Norway",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"PL","Poland",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"PL","Poland",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"RO","Romania",14.6,"Percentage","PC","Men","M","No response","NRP",
2016,"SE","Sweden",,"Percentage","PC","Men","M","No response","NRP","bu"
2007,"UK","United Kingdom",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"UK","United Kingdom",,"Percentage","PC","Men","M","No response","NRP","bu"
2016,"AL","Albania",24.7,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"AT","Austria",13.2,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"AT","Austria",15.7,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"AT","Austria",14,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"BA","Bosnia and Herzegovina",14.4,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"BE","Belgium",25.5,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"BE","Belgium",15,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"BG","Bulgaria",21.7,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"BG","Bulgaria",17.7,"Percentage","PC","Men","M","Other reasons","OTH","u"
2016,"BG","Bulgaria",28.2,"Percentage","PC","Men","M","Other reasons","OTH","u"
2007,"CH","Switzerland",17.2,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"CH","Switzerland",13.1,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"CH","Switzerland",22.3,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"CY","Cyprus",7.1,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"CY","Cyprus",6.8,"Percentage","PC","Men","M","Other reasons","OTH","u"
2016,"CY","Cyprus",6.9,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"CZ","Czech Republic",8.8,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"CZ","Czech Republic",24,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"CZ","Czech Republic",6.1,"Percentage","PC","Men","M","Other reasons","OTH","u"
2007,"DE","Germany",41.3,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"DE","Germany",22.3,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"DE","Germany",28,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"DK","Denmark",24.7,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"DK","Denmark",8.2,"Percentage","PC","Men","M","Other reasons","OTH","u"
2007,"EA19","Euro area (19 countries)",18.7,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"EA19","Euro area (19 countries)",20,"Percentage","PC","Men","M","Other reasons","OTH","b"
2016,"EA19","Euro area (19 countries)",21.1,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"EE","Estonia",20.2,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"EE","Estonia",14.2,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"EL","Greece",15.3,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"EL","Greece",8.9,"Percentage","PC","Men","M","Other reasons","OTH","u"
2016,"EL","Greece",12.5,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"ES","Spain",8.6,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"ES","Spain",11.8,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"ES","Spain",28.5,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"EU27_2020","European Union - 27 countries (from 2020)",18.3,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"EU27_2020","European Union - 27 countries (from 2020)",19.5,"Percentage","PC","Men","M","Other reasons","OTH","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",20.1,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"EU28","European Union - 28 countries (1993-2020)",20,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"EU28","European Union - 28 countries (1993-2020)",19.5,"Percentage","PC","Men","M","Other reasons","OTH","b"
2016,"EU28","European Union - 28 countries (1993-2020)",20.4,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"FI","Finland",19.6,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"FI","Finland",16,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"FI","Finland",20.8,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"FR","France",23.3,"Percentage","PC","Men","M","Other reasons","OTH","b"
2016,"FR","France",26.8,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"HR","Croatia",14.3,"Percentage","PC","Men","M","Other reasons","OTH","u"
2016,"HR","Croatia",7.2,"Percentage","PC","Men","M","Other reasons","OTH","u"
2007,"HU","Hungary",31.2,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"HU","Hungary",17.6,"Percentage","PC","Men","M","Other reasons","OTH","b"
2016,"HU","Hungary",23.5,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"IE","Ireland",15.2,"Percentage","PC","Men","M","Other reasons","OTH","b"
2007,"IT","Italy",26.4,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"IT","Italy",21.5,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"IT","Italy",15.2,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"LT","Lithuania",,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"LT","Lithuania",,"Percentage","PC","Men","M","Other reasons","OTH","u"
2016,"LT","Lithuania",,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"LU","Luxembourg",13.3,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"LU","Luxembourg",19.8,"Percentage","PC","Men","M","Other reasons","OTH","b"
2007,"LV","Latvia",14.5,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"LV","Latvia",17.5,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"LV","Latvia",19.1,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"MK","North Macedonia",17.2,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"MT","Malta",15.9,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"MT","Malta",18.1,"Percentage","PC","Men","M","Other reasons","OTH","u"
2007,"NL","Netherlands",17.7,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"NL","Netherlands",20.2,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"NO","Norway",14.2,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"PL","Poland",20.9,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"PL","Poland",11.6,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"PL","Poland",15.5,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"PT","Portugal",11.8,"Percentage","PC","Men","M","Other reasons","OTH","u"
2011,"PT","Portugal",11.5,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"PT","Portugal",10.4,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"RO","Romania",21.5,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"RO","Romania",37.3,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"RO","Romania",21.2,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"RS","Serbia",18.2,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"RS","Serbia",6.8,"Percentage","PC","Men","M","Other reasons","OTH","u"
2007,"SE","Sweden",10.5,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"SE","Sweden",18,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"SE","Sweden",24.8,"Percentage","PC","Men","M","Other reasons","OTH","b"
2007,"SI","Slovenia",18.8,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"SI","Slovenia",13.8,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"SK","Slovakia",17.4,"Percentage","PC","Men","M","Other reasons","OTH","u"
2007,"TR","Turkey",51.6,"Percentage","PC","Men","M","Other reasons","OTH",
2011,"TR","Turkey",20.5,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"TR","Turkey",44.4,"Percentage","PC","Men","M","Other reasons","OTH",
2007,"UK","United Kingdom",22.9,"Percentage","PC","Men","M","Other reasons","OTH",
2016,"UK","United Kingdom",21.8,"Percentage","PC","Men","M","Other reasons","OTH","b"
2016,"AL","Albania",24.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"AT","Austria",20.8,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"AT","Austria",11.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"AT","Austria",12.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"BA","Bosnia and Herzegovina",46,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"BE","Belgium",8.2,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"BE","Belgium",9.6,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"BG","Bulgaria",9.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"BG","Bulgaria",15.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"BG","Bulgaria",18.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"CH","Switzerland",80,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"CH","Switzerland",14.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"CY","Cyprus",19.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"CY","Cyprus",11.8,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"CY","Cyprus",14.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"CZ","Czech Republic",9.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"CZ","Czech Republic",12.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"CZ","Czech Republic",53.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"DE","Germany",,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"DE","Germany",19.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"DE","Germany",29.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"DK","Denmark",5.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"DK","Denmark",9.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"EA19","Euro area (19 countries)",19.8,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"EA19","Euro area (19 countries)",13.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2016,"EA19","Euro area (19 countries)",15.2,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"EE","Estonia",40.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"EE","Estonia",19.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"EL","Greece",20.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"EL","Greece",13,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"EL","Greece",33.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"ES","Spain",31.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"ES","Spain",13.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"ES","Spain",14.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"EU27_2020","European Union - 27 countries (from 2020)",17.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"EU27_2020","European Union - 27 countries (from 2020)",14.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",15,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"EU28","European Union - 28 countries (1993-2020)",31.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"EU28","European Union - 28 countries (1993-2020)",14.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2016,"EU28","European Union - 28 countries (1993-2020)",15.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"FI","Finland",20.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"FI","Finland",14.2,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"FI","Finland",12,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"FR","France",8.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2016,"FR","France",6.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"HR","Croatia",,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"HR","Croatia",12.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2007,"HU","Hungary",18.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"HU","Hungary",5.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","bu"
2016,"HU","Hungary",,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"IE","Ireland",7.6,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2007,"IT","Italy",13.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"IT","Italy",12.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"IT","Italy",17.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"LT","Lithuania",9.6,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"LT","Lithuania",19,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"LT","Lithuania",,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"LU","Luxembourg",12.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"LU","Luxembourg",11.2,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2007,"LV","Latvia",15,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"LV","Latvia",12.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"LV","Latvia",18.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"MK","North Macedonia",25.2,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"MT","Malta",11,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"MT","Malta",13.8,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2007,"NL","Netherlands",27,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"NL","Netherlands",14.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2007,"NO","Norway",13.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"PL","Poland",13.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"PL","Poland",13.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"PL","Poland",12.2,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"PT","Portugal",19.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"PT","Portugal",59.6,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"PT","Portugal",7.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"RO","Romania",4.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2011,"RO","Romania",11.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"RO","Romania",15.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"RS","Serbia",8,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2016,"RS","Serbia",13.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"SE","Sweden",22.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"SE","Sweden",39.1,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"SE","Sweden",13,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2007,"SI","Slovenia",9.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"SI","Slovenia",11.6,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"SK","Slovakia",21.5,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","u"
2007,"TR","Turkey",6.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2011,"TR","Turkey",12.7,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"TR","Turkey",6.9,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2007,"UK","United Kingdom",55.4,"Percentage","PC","Men","M","Other personal reasons","PER_OTH",
2016,"UK","United Kingdom",17.3,"Percentage","PC","Men","M","Other personal reasons","PER_OTH","b"
2016,"AL","Albania",10.1,"Percentage","PC","Men","M","Schedule","SKD",
2007,"AT","Austria",49.6,"Percentage","PC","Men","M","Schedule","SKD",
2011,"AT","Austria",44.3,"Percentage","PC","Men","M","Schedule","SKD",
2016,"AT","Austria",55.5,"Percentage","PC","Men","M","Schedule","SKD",
2016,"BA","Bosnia and Herzegovina",54.4,"Percentage","PC","Men","M","Schedule","SKD",
2011,"BE","Belgium",36.5,"Percentage","PC","Men","M","Schedule","SKD",
2016,"BE","Belgium",43.2,"Percentage","PC","Men","M","Schedule","SKD",
2007,"BG","Bulgaria",37.8,"Percentage","PC","Men","M","Schedule","SKD",
2011,"BG","Bulgaria",46.5,"Percentage","PC","Men","M","Schedule","SKD",
2016,"BG","Bulgaria",52.3,"Percentage","PC","Men","M","Schedule","SKD",
2007,"CH","Switzerland",62,"Percentage","PC","Men","M","Schedule","SKD",
2011,"CH","Switzerland",51.2,"Percentage","PC","Men","M","Schedule","SKD",
2016,"CH","Switzerland",33.4,"Percentage","PC","Men","M","Schedule","SKD",
2007,"CY","Cyprus",55.3,"Percentage","PC","Men","M","Schedule","SKD",
2011,"CY","Cyprus",36.7,"Percentage","PC","Men","M","Schedule","SKD",
2016,"CY","Cyprus",42.2,"Percentage","PC","Men","M","Schedule","SKD",
2007,"CZ","Czech Republic",52.9,"Percentage","PC","Men","M","Schedule","SKD",
2011,"CZ","Czech Republic",29.1,"Percentage","PC","Men","M","Schedule","SKD",
2016,"CZ","Czech Republic",21.3,"Percentage","PC","Men","M","Schedule","SKD",
2007,"DE","Germany",37.9,"Percentage","PC","Men","M","Schedule","SKD","u"
2011,"DE","Germany",52.1,"Percentage","PC","Men","M","Schedule","SKD",
2016,"DE","Germany",41.7,"Percentage","PC","Men","M","Schedule","SKD",
2011,"DK","Denmark",26.9,"Percentage","PC","Men","M","Schedule","SKD",
2016,"DK","Denmark",28.5,"Percentage","PC","Men","M","Schedule","SKD",
2007,"EA19","Euro area (19 countries)",50.5,"Percentage","PC","Men","M","Schedule","SKD",
