"time","_geo","geo","value","unit","_unit","sex","_sex","training","_training","_flag"
2011,"NL","Netherlands",30.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"NL","Netherlands",20.5,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"NO","Norway",14.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"NO","Norway",18.1,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"PL","Poland",31.7,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"PL","Poland",13.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"PL","Poland",13.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"PT","Portugal",19.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"PT","Portugal",14.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"PT","Portugal",12.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"RO","Romania",37,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"RO","Romania",,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"RO","Romania",4.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"RS","Serbia",17.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"RS","Serbia",11.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"SE","Sweden",20.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"SE","Sweden",17,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2016,"SE","Sweden",27.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2007,"SI","Slovenia",20.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"SI","Slovenia",19.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"SI","Slovenia",24.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"SK","Slovakia",31.2,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"SK","Slovakia",18,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"SK","Slovakia",12.8,"Percentage","PC","Men","M","Informal learning only","INF_ONL","u"
2007,"TR","Turkey",14.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"TR","Turkey",16.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"TR","Turkey",5.3,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2007,"UK","United Kingdom",54.6,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2011,"UK","United Kingdom",79.4,"Percentage","PC","Men","M","Informal learning only","INF_ONL",
2016,"UK","United Kingdom",24.9,"Percentage","PC","Men","M","Informal learning only","INF_ONL","b"
2016,"AL","Albania",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"AT","Austria",5,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"AT","Austria",4.1,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"AT","Austria",6.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"BA","Bosnia and Herzegovina",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"BE","Belgium",6.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"BE","Belgium",5.8,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"BG","Bulgaria",2.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"BG","Bulgaria",1.9,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"BG","Bulgaria",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"CH","Switzerland",15.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"CH","Switzerland",7.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"CY","Cyprus",4,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"CY","Cyprus",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"CY","Cyprus",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"CZ","Czech Republic",5.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"CZ","Czech Republic",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"DE","Germany",5.4,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"DE","Germany",6.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"DE","Germany",4.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"DK","Denmark",15.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"DK","Denmark",12.5,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"EA19","Euro area (19 countries)",4.4,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"EA19","Euro area (19 countries)",7.5,"Percentage","PC","Men","M","No learning activity","NO_LEARN","b"
2016,"EA19","Euro area (19 countries)",4.9,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"EE","Estonia",6.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"EE","Estonia",6.4,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"EL","Greece",2.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"EL","Greece",3.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"EL","Greece",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"ES","Spain",6.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"ES","Spain",11.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"ES","Spain",6.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"EU27_2020","European Union - 27 countries (from 2020)",4.4,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"EU27_2020","European Union - 27 countries (from 2020)",6.1,"Percentage","PC","Men","M","No learning activity","NO_LEARN","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",4.1,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"EU28","European Union - 28 countries (1993-2020)",7.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"EU28","European Union - 28 countries (1993-2020)",11,"Percentage","PC","Men","M","No learning activity","NO_LEARN","b"
2016,"EU28","European Union - 28 countries (1993-2020)",4.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"FI","Finland",14.1,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"FI","Finland",15.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"FI","Finland",12.1,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"FR","France",10.5,"Percentage","PC","Men","M","No learning activity","NO_LEARN","b"
2016,"FR","France",8.5,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"HR","Croatia",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"HU","Hungary",2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"HU","Hungary",2.6,"Percentage","PC","Men","M","No learning activity","NO_LEARN","bu"
2016,"HU","Hungary",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"IE","Ireland",12.4,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"IE","Ireland",6.8,"Percentage","PC","Men","M","No learning activity","NO_LEARN","bu"
2007,"IT","Italy",1.8,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"IT","Italy",3.9,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"IT","Italy",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"LT","Lithuania",3.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"LT","Lithuania",2.8,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"LT","Lithuania",2.4,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"LU","Luxembourg",10.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"LU","Luxembourg",6.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","bu"
2007,"LV","Latvia",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"LV","Latvia",6.4,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"LV","Latvia",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"MK","North Macedonia",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"MT","Malta",6.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"MT","Malta",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"NL","Netherlands",10.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"NL","Netherlands",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"NO","Norway",6.8,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"NO","Norway",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"PL","Poland",5.5,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"PL","Poland",3,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"PL","Poland",2.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"PT","Portugal",2.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"PT","Portugal",3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"PT","Portugal",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"RO","Romania",4.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"RO","Romania",0.9,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"RO","Romania",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"RS","Serbia",3.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"RS","Serbia",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"SE","Sweden",11.5,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"SE","Sweden",8.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"SE","Sweden",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","bu"
2007,"SI","Slovenia",6.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"SI","Slovenia",4,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2016,"SI","Slovenia",11.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"SK","Slovakia",10.3,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2011,"SK","Slovakia",5.9,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"SK","Slovakia",,"Percentage","PC","Men","M","No learning activity","NO_LEARN","u"
2007,"TR","Turkey",4.6,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"TR","Turkey",3.2,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"TR","Turkey",1.7,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2007,"UK","United Kingdom",37.1,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2011,"UK","United Kingdom",53,"Percentage","PC","Men","M","No learning activity","NO_LEARN",
2016,"UK","United Kingdom",6.6,"Percentage","PC","Men","M","No learning activity","NO_LEARN","bu"
2016,"AL","Albania",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"AT","Austria",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"AT","Austria",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"BE","Belgium",0.7,"Percentage","PC","Men","M","No response","NRP","u"
2016,"BE","Belgium",26.1,"Percentage","PC","Men","M","No response","NRP",
2011,"BG","Bulgaria",0.9,"Percentage","PC","Men","M","No response","NRP","u"
2016,"BG","Bulgaria",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"CH","Switzerland",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"CH","Switzerland",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"DE","Germany",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"DE","Germany",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"DE","Germany",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"EA19","Euro area (19 countries)",1.6,"Percentage","PC","Men","M","No response","NRP",
2011,"EA19","Euro area (19 countries)",0.2,"Percentage","PC","Men","M","No response","NRP","b"
2016,"EA19","Euro area (19 countries)",1.4,"Percentage","PC","Men","M","No response","NRP",
2011,"EE","Estonia",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"EE","Estonia",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"EL","Greece",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"EL","Greece",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"EL","Greece",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"ES","Spain",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"ES","Spain",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"ES","Spain",2,"Percentage","PC","Men","M","No response","NRP",
2007,"EU27_2020","European Union - 27 countries (from 2020)",1.3,"Percentage","PC","Men","M","No response","NRP",
2011,"EU27_2020","European Union - 27 countries (from 2020)",0.2,"Percentage","PC","Men","M","No response","NRP","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",1.1,"Percentage","PC","Men","M","No response","NRP",
2007,"EU28","European Union - 28 countries (1993-2020)",1.1,"Percentage","PC","Men","M","No response","NRP",
2011,"EU28","European Union - 28 countries (1993-2020)",0.2,"Percentage","PC","Men","M","No response","NRP","b"
2016,"EU28","European Union - 28 countries (1993-2020)",1,"Percentage","PC","Men","M","No response","NRP",
2007,"FI","Finland",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"FI","Finland",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"FR","France",,"Percentage","PC","Men","M","No response","NRP","bu"
2016,"FR","France",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"HR","Croatia",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"HU","Hungary",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"IE","Ireland",5.9,"Percentage","PC","Men","M","No response","NRP",
2007,"IT","Italy",4.2,"Percentage","PC","Men","M","No response","NRP",
2011,"IT","Italy",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"LU","Luxembourg",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"LU","Luxembourg",1.1,"Percentage","PC","Men","M","No response","NRP","bu"
2007,"LV","Latvia",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"LV","Latvia",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"MT","Malta",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"NL","Netherlands",8.8,"Percentage","PC","Men","M","No response","NRP",
2016,"NL","Netherlands",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"NO","Norway",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"NO","Norway",2.8,"Percentage","PC","Men","M","No response","NRP","u"
2011,"PL","Poland",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"PL","Poland",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"RO","Romania",1.1,"Percentage","PC","Men","M","No response","NRP",
2011,"RO","Romania",0.4,"Percentage","PC","Men","M","No response","NRP","u"
2011,"RS","Serbia",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"SE","Sweden",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"SE","Sweden",,"Percentage","PC","Men","M","No response","NRP","bu"
2016,"SI","Slovenia",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"SK","Slovakia",,"Percentage","PC","Men","M","No response","NRP","u"
2007,"UK","United Kingdom",,"Percentage","PC","Men","M","No response","NRP","u"
2011,"UK","United Kingdom",,"Percentage","PC","Men","M","No response","NRP","u"
2016,"UK","United Kingdom",,"Percentage","PC","Men","M","No response","NRP","bu"
2016,"AL","Albania",7.3,"Percentage","PC","Men","M","Total","TOTAL",
2007,"AT","Austria",29.8,"Percentage","PC","Men","M","Total","TOTAL",
2011,"AT","Austria",21.5,"Percentage","PC","Men","M","Total","TOTAL",
2016,"AT","Austria",34.5,"Percentage","PC","Men","M","Total","TOTAL",
2016,"BA","Bosnia and Herzegovina",6.9,"Percentage","PC","Men","M","Total","TOTAL",
2007,"BE","Belgium",21.3,"Percentage","PC","Men","M","Total","TOTAL",
2011,"BE","Belgium",17.8,"Percentage","PC","Men","M","Total","TOTAL",
2007,"BG","Bulgaria",11.8,"Percentage","PC","Men","M","Total","TOTAL",
2011,"BG","Bulgaria",6,"Percentage","PC","Men","M","Total","TOTAL",
2016,"BG","Bulgaria",4.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"CH","Switzerland",31.2,"Percentage","PC","Men","M","Total","TOTAL",
2016,"CH","Switzerland",32.8,"Percentage","PC","Men","M","Total","TOTAL",
2007,"CY","Cyprus",19.4,"Percentage","PC","Men","M","Total","TOTAL",
2011,"CY","Cyprus",16.2,"Percentage","PC","Men","M","Total","TOTAL",
2016,"CY","Cyprus",16.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"CZ","Czech Republic",17.4,"Percentage","PC","Men","M","Total","TOTAL",
2016,"CZ","Czech Republic",13.9,"Percentage","PC","Men","M","Total","TOTAL",
2007,"DE","Germany",18.2,"Percentage","PC","Men","M","Total","TOTAL",
2011,"DE","Germany",23.1,"Percentage","PC","Men","M","Total","TOTAL",
2016,"DE","Germany",17.7,"Percentage","PC","Men","M","Total","TOTAL",
2011,"DK","Denmark",42.2,"Percentage","PC","Men","M","Total","TOTAL",
2016,"DK","Denmark",41.9,"Percentage","PC","Men","M","Total","TOTAL",
2007,"EA19","Euro area (19 countries)",19.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"EA19","Euro area (19 countries)",22.1,"Percentage","PC","Men","M","Total","TOTAL","b"
2016,"EA19","Euro area (19 countries)",21.1,"Percentage","PC","Men","M","Total","TOTAL",
2011,"EE","Estonia",18.9,"Percentage","PC","Men","M","Total","TOTAL",
2016,"EE","Estonia",24.7,"Percentage","PC","Men","M","Total","TOTAL",
2007,"EL","Greece",8.1,"Percentage","PC","Men","M","Total","TOTAL",
2011,"EL","Greece",7.1,"Percentage","PC","Men","M","Total","TOTAL",
2016,"EL","Greece",7.3,"Percentage","PC","Men","M","Total","TOTAL",
2007,"ES","Spain",20.9,"Percentage","PC","Men","M","Total","TOTAL",
2011,"ES","Spain",25.3,"Percentage","PC","Men","M","Total","TOTAL",
2016,"ES","Spain",29.4,"Percentage","PC","Men","M","Total","TOTAL",
2007,"EU27_2020","European Union - 27 countries (from 2020)",18.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"EU27_2020","European Union - 27 countries (from 2020)",19.9,"Percentage","PC","Men","M","Total","TOTAL","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",19.3,"Percentage","PC","Men","M","Total","TOTAL",
2007,"EU28","European Union - 28 countries (1993-2020)",23.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"EU28","European Union - 28 countries (1993-2020)",25.3,"Percentage","PC","Men","M","Total","TOTAL","b"
2016,"EU28","European Union - 28 countries (1993-2020)",20,"Percentage","PC","Men","M","Total","TOTAL",
2007,"FI","Finland",33.3,"Percentage","PC","Men","M","Total","TOTAL",
2011,"FI","Finland",35.4,"Percentage","PC","Men","M","Total","TOTAL",
2016,"FI","Finland",35,"Percentage","PC","Men","M","Total","TOTAL",
2011,"FR","France",25.2,"Percentage","PC","Men","M","Total","TOTAL","b"
2016,"FR","France",24.2,"Percentage","PC","Men","M","Total","TOTAL",
2007,"HR","Croatia",17.7,"Percentage","PC","Men","M","Total","TOTAL",
2016,"HR","Croatia",17.5,"Percentage","PC","Men","M","Total","TOTAL",
2007,"HU","Hungary",6.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"HU","Hungary",11.9,"Percentage","PC","Men","M","Total","TOTAL","b"
2016,"HU","Hungary",10,"Percentage","PC","Men","M","Total","TOTAL",
2011,"IE","Ireland",20,"Percentage","PC","Men","M","Total","TOTAL",
2016,"IE","Ireland",24.8,"Percentage","PC","Men","M","Total","TOTAL","b"
2007,"IT","Italy",8.2,"Percentage","PC","Men","M","Total","TOTAL",
2011,"IT","Italy",16.2,"Percentage","PC","Men","M","Total","TOTAL",
2016,"IT","Italy",14,"Percentage","PC","Men","M","Total","TOTAL",
2007,"LT","Lithuania",11.5,"Percentage","PC","Men","M","Total","TOTAL",
2011,"LT","Lithuania",9.5,"Percentage","PC","Men","M","Total","TOTAL",
2016,"LT","Lithuania",6.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"LU","Luxembourg",43.6,"Percentage","PC","Men","M","Total","TOTAL",
2016,"LU","Luxembourg",36.8,"Percentage","PC","Men","M","Total","TOTAL","b"
2007,"LV","Latvia",16.7,"Percentage","PC","Men","M","Total","TOTAL",
2011,"LV","Latvia",17.6,"Percentage","PC","Men","M","Total","TOTAL",
2016,"LV","Latvia",19.3,"Percentage","PC","Men","M","Total","TOTAL",
2016,"MK","North Macedonia",8.6,"Percentage","PC","Men","M","Total","TOTAL",
2011,"MT","Malta",22.6,"Percentage","PC","Men","M","Total","TOTAL",
2016,"MT","Malta",17.3,"Percentage","PC","Men","M","Total","TOTAL",
2007,"NL","Netherlands",59.9,"Percentage","PC","Men","M","Total","TOTAL",
2011,"NL","Netherlands",31.1,"Percentage","PC","Men","M","Total","TOTAL",
2016,"NL","Netherlands",40,"Percentage","PC","Men","M","Total","TOTAL",
2011,"NO","Norway",24.5,"Percentage","PC","Men","M","Total","TOTAL",
2016,"NO","Norway",30.7,"Percentage","PC","Men","M","Total","TOTAL",
2007,"PL","Poland",16.2,"Percentage","PC","Men","M","Total","TOTAL",
2011,"PL","Poland",11.6,"Percentage","PC","Men","M","Total","TOTAL",
2016,"PL","Poland",12,"Percentage","PC","Men","M","Total","TOTAL",
2007,"PT","Portugal",15.2,"Percentage","PC","Men","M","Total","TOTAL",
2011,"PT","Portugal",24.1,"Percentage","PC","Men","M","Total","TOTAL",
2016,"PT","Portugal",23.6,"Percentage","PC","Men","M","Total","TOTAL",
2007,"RO","Romania",13.1,"Percentage","PC","Men","M","Total","TOTAL",
2011,"RO","Romania",1.8,"Percentage","PC","Men","M","Total","TOTAL",
2016,"RO","Romania",4.3,"Percentage","PC","Men","M","Total","TOTAL",
2011,"RS","Serbia",11.5,"Percentage","PC","Men","M","Total","TOTAL",
2016,"RS","Serbia",16.6,"Percentage","PC","Men","M","Total","TOTAL",
2007,"SE","Sweden",32.7,"Percentage","PC","Men","M","Total","TOTAL",
2011,"SE","Sweden",31,"Percentage","PC","Men","M","Total","TOTAL",
2016,"SE","Sweden",34.1,"Percentage","PC","Men","M","Total","TOTAL","b"
2007,"SI","Slovenia",21.2,"Percentage","PC","Men","M","Total","TOTAL",
2011,"SI","Slovenia",17.6,"Percentage","PC","Men","M","Total","TOTAL",
2016,"SI","Slovenia",32.5,"Percentage","PC","Men","M","Total","TOTAL",
2007,"SK","Slovakia",35.4,"Percentage","PC","Men","M","Total","TOTAL",
2011,"SK","Slovakia",20.4,"Percentage","PC","Men","M","Total","TOTAL",
2016,"SK","Slovakia",19,"Percentage","PC","Men","M","Total","TOTAL",
2007,"TR","Turkey",10.8,"Percentage","PC","Men","M","Total","TOTAL",
2011,"TR","Turkey",8.8,"Percentage","PC","Men","M","Total","TOTAL",
2016,"TR","Turkey",6.4,"Percentage","PC","Men","M","Total","TOTAL",
2007,"UK","United Kingdom",54.5,"Percentage","PC","Men","M","Total","TOTAL",
2011,"UK","United Kingdom",68.8,"Percentage","PC","Men","M","Total","TOTAL",
2016,"UK","United Kingdom",26.1,"Percentage","PC","Men","M","Total","TOTAL","b"
2016,"AL","Albania",49.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"AT","Austria",48.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"AT","Austria",40.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"AT","Austria",53.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"BA","Bosnia and Herzegovina",49,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"BE","Belgium",35.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"BE","Belgium",36.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"BG","Bulgaria",26.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"BG","Bulgaria",18.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"BG","Bulgaria",16.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"CH","Switzerland",41.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"CH","Switzerland",44.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"CY","Cyprus",31.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"CY","Cyprus",34.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"CY","Cyprus",26.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"CZ","Czech Republic",38.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"CZ","Czech Republic",29.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"DE","Germany",26.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"DE","Germany",34.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"DE","Germany",28,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"DK","Denmark",63.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"DK","Denmark",68.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"EA19","Euro area (19 countries)",35.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"EA19","Euro area (19 countries)",38.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2016,"EA19","Euro area (19 countries)",35.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"EE","Estonia",32.9,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"EE","Estonia",44.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"EL","Greece",28.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"EL","Greece",39.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"EL","Greece",32.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"ES","Spain",39.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"ES","Spain",40.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"ES","Spain",43.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"EU27_2020","European Union - 27 countries (from 2020)",36.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"EU27_2020","European Union - 27 countries (from 2020)",38,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",35.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"EU28","European Union - 28 countries (1993-2020)",42.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
