"time","_geo","geo","value","unit","_unit","age","_age","wstatus","_wstatus","sex","_sex","deg_urb","_deg_urb","_flag"
2010,"ES","Spain",19.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"ES","Spain",19.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"ES","Spain",18.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"ES","Spain",19.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"ES","Spain",18.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"ES","Spain",14.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"ES","Spain",12.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"ES","Spain",12.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"ES","Spain",12.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"ES","Spain",10.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2020,"ES","Spain",12.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2005,"EU15","European Union - 15 countries (1995-2004)",6.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2006,"EU15","European Union - 15 countries (1995-2004)",6.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"EU15","European Union - 15 countries (1995-2004)",6.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"EU15","European Union - 15 countries (1995-2004)",6.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"EU15","European Union - 15 countries (1995-2004)",7.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"EU15","European Union - 15 countries (1995-2004)",7.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"EU15","European Union - 15 countries (1995-2004)",7.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"EU15","European Union - 15 countries (1995-2004)",8.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"EU15","European Union - 15 countries (1995-2004)",8.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"EU15","European Union - 15 countries (1995-2004)",7.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"EU15","European Union - 15 countries (1995-2004)",7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"EU15","European Union - 15 countries (1995-2004)",6.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"EU15","European Union - 15 countries (1995-2004)",6.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"EU15","European Union - 15 countries (1995-2004)",6.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"EU15","European Union - 15 countries (1995-2004)",6.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2005,"EU27_2020","European Union - 27 countries (from 2020)",6.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2006,"EU27_2020","European Union - 27 countries (from 2020)",6.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"EU27_2020","European Union - 27 countries (from 2020)",5.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"EU27_2020","European Union - 27 countries (from 2020)",6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"EU27_2020","European Union - 27 countries (from 2020)",7.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"EU27_2020","European Union - 27 countries (from 2020)",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"EU27_2020","European Union - 27 countries (from 2020)",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"EU27_2020","European Union - 27 countries (from 2020)",7.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"EU27_2020","European Union - 27 countries (from 2020)",7.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"EU27_2020","European Union - 27 countries (from 2020)",7.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"EU27_2020","European Union - 27 countries (from 2020)",7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"EU27_2020","European Union - 27 countries (from 2020)",6.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"EU27_2020","European Union - 27 countries (from 2020)",6.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"EU27_2020","European Union - 27 countries (from 2020)",6.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"EU27_2020","European Union - 27 countries (from 2020)",6.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2020,"EU27_2020","European Union - 27 countries (from 2020)",6.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2005,"EU28","European Union - 28 countries (1993-2020)",6.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2006,"EU28","European Union - 28 countries (1993-2020)",6.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"EU28","European Union - 28 countries (1993-2020)",5.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"EU28","European Union - 28 countries (1993-2020)",6.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"EU28","European Union - 28 countries (1993-2020)",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"EU28","European Union - 28 countries (1993-2020)",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"EU28","European Union - 28 countries (1993-2020)",7.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"EU28","European Union - 28 countries (1993-2020)",7.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"EU28","European Union - 28 countries (1993-2020)",7.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"EU28","European Union - 28 countries (1993-2020)",7.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"EU28","European Union - 28 countries (1993-2020)",6.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"EU28","European Union - 28 countries (1993-2020)",6.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"EU28","European Union - 28 countries (1993-2020)",6.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"EU28","European Union - 28 countries (1993-2020)",6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"EU28","European Union - 28 countries (1993-2020)",6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2005,"FI","Finland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2006,"FI","Finland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2007,"FI","Finland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2008,"FI","Finland",6.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2009,"FI","Finland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2010,"FI","Finland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2011,"FI","Finland",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2012,"FI","Finland",5.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"FI","Finland",7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"FI","Finland",8.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"FI","Finland",7.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"FI","Finland",5.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"FI","Finland",6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"FI","Finland",5.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"FI","Finland",5.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"FI","Finland",6.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"FR","France",5.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2006,"FR","France",6.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2007,"FR","France",6.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"FR","France",6.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"FR","France",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"FR","France",7.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"FR","France",7.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"FR","France",10.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"FR","France",6.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2014,"FR","France",7.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"FR","France",7.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"FR","France",7.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"FR","France",7.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"FR","France",5.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"FR","France",6.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2020,"FR","France",7.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2005,"HR","Croatia",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2006,"HR","Croatia",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2007,"HR","Croatia",4.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2008,"HR","Croatia",4.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2009,"HR","Croatia",4.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"HR","Croatia",4.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2011,"HR","Croatia",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2012,"HR","Croatia",2.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"HR","Croatia",4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"HR","Croatia",2.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"HR","Croatia",2.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"HR","Croatia",2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"HU","Hungary",6.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2006,"HU","Hungary",5.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"HU","Hungary",5.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"HU","Hungary",5.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"HU","Hungary",6.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"HU","Hungary",5.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"HU","Hungary",6.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"HU","Hungary",7.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"HU","Hungary",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"HU","Hungary",5.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"HU","Hungary",5.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2016,"HU","Hungary",5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"HU","Hungary",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"HU","Hungary",4.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"HU","Hungary",5.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2020,"HU","Hungary",5.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"IE","Ireland",10.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"IE","Ireland",9.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"IE","Ireland",7.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"IE","Ireland",8.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"IE","Ireland",5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"IE","Ireland",4.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2018,"IE","Ireland",5.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"IS","Iceland",5.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2011,"IS","Iceland",6.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2005,"IT","Italy",8.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2006,"IT","Italy",7.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"IT","Italy",7.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"IT","Italy",7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"IT","Italy",8.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"IT","Italy",9.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"IT","Italy",9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"IT","Italy",10.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"IT","Italy",12.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"IT","Italy",11.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"IT","Italy",10.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"IT","Italy",9.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"IT","Italy",9.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"IT","Italy",9.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"IT","Italy",8.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2020,"IT","Italy",8.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2006,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2007,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2008,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2009,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2010,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2011,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2012,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2016,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"LU","Luxembourg",7.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"LU","Luxembourg",6.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2006,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2008,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2009,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2011,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2012,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
