"time,""_geo"",""geo"",""value"",""UNIT"",""_UNIT"",""EGROUP"",""_EGROUP"",""POSITION"",""_POSITION"",""sex"",""_sex"""
"2012,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2013,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2014,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2015,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2016,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2017,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2018,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2019,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2020,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2021,""MK"",""North Macedonia"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2006,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2007,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2008,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2009,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2010,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2011,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2012,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2013,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2014,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2015,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2016,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2017,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2018,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2019,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2020,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2021,""MT"",""Malta"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2006,""MT"",""Malta"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2007,""MT"",""Malta"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2008,""MT"",""Malta"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2009,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2010,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2011,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2012,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2013,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2014,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2015,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2016,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2017,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2018,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2019,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2020,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2021,""MT"",""Malta"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2006,""MT"",""Malta"",2,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2007,""MT"",""Malta"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2008,""MT"",""Malta"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2009,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2010,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2011,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2012,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2013,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2014,""MT"",""Malta"",11,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2015,""MT"",""Malta"",11,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2016,""MT"",""Malta"",11,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2017,""MT"",""Malta"",11,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2018,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2019,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2020,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2021,""MT"",""Malta"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2006,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2007,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2008,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2009,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2010,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2011,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2012,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2013,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2014,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2015,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2016,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2017,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2018,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2019,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2020,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2021,""MT"",""Malta"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2006,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2007,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2008,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2009,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2010,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2011,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2012,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2013,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2014,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2015,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2016,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2017,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2018,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2019,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2020,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2021,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2006,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2007,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2008,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2009,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2010,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2011,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2012,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2013,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2014,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2015,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2016,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2017,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2018,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2019,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2020,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2021,""MT"",""Malta"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2003,""NL"",""Netherlands"",4,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2004,""NL"",""Netherlands"",3,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2005,""NL"",""Netherlands"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2006,""NL"",""Netherlands"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2007,""NL"",""Netherlands"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2008,""NL"",""Netherlands"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2009,""NL"",""Netherlands"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2010,""NL"",""Netherlands"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2011,""NL"",""Netherlands"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2012,""NL"",""Netherlands"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2013,""NL"",""Netherlands"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2014,""NL"",""Netherlands"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2015,""NL"",""Netherlands"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2016,""NL"",""Netherlands"",9,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2017,""NL"",""Netherlands"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2018,""NL"",""Netherlands"",13,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2019,""NL"",""Netherlands"",12,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2020,""NL"",""Netherlands"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2021,""NL"",""Netherlands"",14,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2003,""NL"",""Netherlands"",37,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2004,""NL"",""Netherlands"",33,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2005,""NL"",""Netherlands"",32,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2006,""NL"",""Netherlands"",31,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2007,""NL"",""Netherlands"",33,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2008,""NL"",""Netherlands"",33,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2009,""NL"",""Netherlands"",33,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2010,""NL"",""Netherlands"",30,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2011,""NL"",""Netherlands"",31,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2012,""NL"",""Netherlands"",30,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2013,""NL"",""Netherlands"",28,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2014,""NL"",""Netherlands"",27,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2015,""NL"",""Netherlands"",28,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2016,""NL"",""Netherlands"",26,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2017,""NL"",""Netherlands"",25,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2018,""NL"",""Netherlands"",24,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2019,""NL"",""Netherlands"",22,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2020,""NL"",""Netherlands"",27,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2021,""NL"",""Netherlands"",21,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2003,""NL"",""Netherlands"",41,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2004,""NL"",""Netherlands"",36,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
